1007.516418	1042.734741	104	106	0.3	1	0.302
1003.004028	455.421539	103	106	0.3	1	0.302
1043.300781	1029.051758	102	104	0.3	2	0.302
1037.961182	441.884613	103	106	0.3	2	0.302
1020.02771	1034.799561	105	107	0.3	3	0.302
1015.017761	448.25589	105	107	0.3	3	0.302
1009.890259	1019.25946	103	106	0.3	4	0.302
1003.135376	431.732208	104	107	0.3	4	0.302
1004.783569	1032.170776	104	107	0.3	5	0.302
1000.30603	444.56665	104	108	0.3	5	0.302
1015.860291	1057.394897	104	108	0.3	6	0.302
1011.993042	467.729584	106	108	0.3	6	0.302
1030.348022	1034.251587	104	107	0.3	7	0.302
1024.985962	442.812958	103	107	0.3	7	0.302
1058.327637	1041.896362	103	106	0.3	8	0.302
1054.375244	455.880341	104	107	0.3	8	0.302
1036.067749	1036.970825	104	105	0.3	9	0.302
1032.533447	447.744171	102	106	0.3	9	0.302
1020.463196	1050.8125	105	108	0.3	10	0.302
1014.78656	463.177734	104	107	0.3	10	0.302
1040.413452	1039.208618	104	107	0.3	11	0.302
1036.262817	451.996307	102	106	0.3	11	0.302
1047.61731	1019.114624	104	108	0.3	12	0.302
1042.201416	431.379578	104	107	0.3	12	0.302
1031.34729	1037.065063	103	106	0.3	13	0.302
1024.698486	448.912292	103	107	0.3	13	0.302
998.991699	1009.454651	106	108	0.3	14	0.302
995.504944	419.686584	104	108	0.3	14	0.302
999.636963	1020.764648	103	106	0.3	15	0.302
994.715454	430.286774	105	108	0.3	15	0.302
859.904419	983.400391	101	104	0.35	1	0.302
851.862671	426.622223	100	107	0.35	1	0.302
881.709167	970.264221	102	104	0.35	2	0.302
872.635864	409.747101	102	107	0.35	2	0.302
891.19751	1010.6875	101	104	0.35	3	0.302
883.040161	452.381897	101	108	0.35	3	0.302
873.731506	1032.449463	101	106	0.35	4	0.302
864.426697	473.876617	102	107	0.35	4	0.302
866.144836	1011.784973	100	105	0.35	5	0.302
856.484924	454.476685	101	105	0.35	5	0.302
836.594116	1024.548706	101	103	0.35	6	0.302
828.381348	463.871857	101	106	0.35	6	0.302
880.999207	1016.710083	101	103	0.35	7	0.302
871.678833	454.672089	101	105	0.35	7	0.302
870.934814	1016.276001	100	104	0.35	8	0.302
