1009.74823	828.732849	61	61	1.5	1	0.302
999.745056	558.824951	61	61	1.5	1	0.302
1035.445557	433.64743	61	62	1.5	2	0.302
1026.668701	162.862961	63	65	1.5	2	0.302
967.121155	1046.753174	61	61	1.5	3	0.302
957.163208	770.949646	61	61	1.5	3	0.302
1003.290649	678.821716	61	61	1.5	4	0.302
992.011353	404.662415	61	63	1.5	4	0.302
1001.333008	809.196411	61	61	1.5	5	0.302
990.968689	547.984863	61	61	1.5	5	0.302
961.790588	850.715332	61	61	1.5	6	0.302
951.922424	588.290955	61	62	1.5	6	0.302
1010.151855	812.324707	61	61	1.5	7	0.302
999.093811	535.092468	61	61	1.5	7	0.302
1029.80249	719.195801	61	61	1.5	8	0.302
1018.585449	449.899445	62	62	1.5	8	0.302
1031.608398	688.531921	61	61	1.5	9	0.302
1020.324402	426.963348	62	62	1.5	9	0.302
1026.147583	618.140869	61	61	1.5	10	0.302
1016.769287	369.162659	62	62	1.5	10	0.302
1021.968506	504.93631	61	61	1.5	11	0.302
1012.470215	253.355118	62	63	1.5	11	0.302
1002.113464	635.860352	61	61	1.5	12	0.302
991.382324	368.055664	61	62	1.5	12	0.302
1002.455078	642.450195	60	61	1.5	13	0.302
993.028625	371.616547	61	62	1.5	13	0.302
998.346558	788.279358	61	61	1.5	14	0.302
988.045593	516.40741	62	62	1.5	14	0.302
1006.526123	659.113708	61	60	1.5	15	0.302
995.032837	388.313995	61	62	1.5	15	0.302
1031.262451	490.36618	61	62	1.5	16	0.302
1020.782898	219.391617	63	63	1.5	16	0.302
1043.20166	514.395874	61	62	1.5	17	0.302
1031.336914	242.969284	62	64	1.5	17	0.302
1009.366821	710.366455	60	61	1.5	18	0.302
999.255249	435.50119	62	62	1.5	18	0.302
947.520996	916.760315	62	62	1.5	19	0.302
1031.875488	791.067139	61	61	1.5	20	0.302
1021.066711	514.365906	61	62	1.5	20	0.302
970.131104	724.995789	57	59	1.55	1	0.302
961.945801	500.561249	58	59	1.55	1	0.302
956.312317	913.385681	58	58	1.55	2	0.302
948.646606	688.978638	58	58	1.55	2	0.302
989.086487	877.91925	58	59	1.55	3	0.302
980.026733	644.62384	59	58	1.55	3	0.302
985.296875	736.904907	58	58	1.55	4	0.302
976.175842	496.893036	58	59	1.55	4	0.302
958.774658	904.047607	58	59	1.55	5	0.302
949.558105	650.925171	58	59	1.55	5	0.302
962.535461	779.562744	58	59	1.55	6	0.302
953.560303	547.455261	58	60	1.55	6	0.302
993.66156	956.936218	58	59	1.55	7	0.302
984.727783	726.991638	59	59	1.55	7	0.302
976.584473	976.730469	58	59	1.55	8	0.302
967.045898	739.774353	59	59	1.55	8	0.302
1006.926453	785.461121	57	58	1.55	9	0.302
997.46582	554.246399	59	59	1.55	9	0.302
944.810913	929.317322	59	59	1.55	10	0.302
934.058105	671.937378	59	59	1.55	10	0.302
969.658508	878.50592	58	58	1.55	11	0.302
959.503235	625.148499	58	58	1.55	11	0.302
974.001526	1046.739258	59	59	1.55	12	0.302
964.631226	793.940247	58	59	1.55	12	0.302
1003.871948	856.141541	58	59	1.55	13	0.302
995.519897	601.917664	58	59	1.55	13	0.302
1004.158386	763.706665	58	58	1.55	14	0.302
994.772827	512.656738	58	59	1.55	14	0.302
998.846863	629.342834	58	60	1.55	15	0.302
989.348511	374.386047	58	60	1.55	15	0.302
952.348999	1015.008362	59	59	1.55	16	0.302
942.261963	764.302002	58	59	1.55	16	0.302
992.624695	849.909912	58	60	1.55	17	0.302
981.63324	592.504028	58	58	1.55	17	0.302
1011.758118	495.107971	57	57	1.55	18	0.302
1001.468994	242.771683	58	59	1.55	18	0.302
960.542542	657.512939	58	59	1.55	19	0.302
970.429626	916.263733	58	60	1.55	19	0.302
926.408936	910.792297	58	59	1.55	20	0.302
916.699951	674.014893	58	59	1.55	20	0.302
959.672668	903.946167	55	55	1.6	1	0.302
951.271484	667.93042	55	55	1.6	1	0.302
977.056152	1038.653442	55	55	1.6	2	0.302
967.875366	792.193115	56	55	1.6	2	0.302
948.460571	930.995239	55	55	1.6	3	0.302
940.427002	701.411621	56	55	1.6	3	0.302
927.755127	988.445007	55	56	1.6	4	0.302
918.77417	752.715393	55	55	1.6	4	0.302
953.685181	1000.257996	55	55	1.6	5	0.302
943.961365	761.686401	55	55	1.6	5	0.302
984.273315	967.958984	54	55	1.6	6	0.302
975.179382	726.733032	55	55	1.6	6	0.302
951.839294	832.274109	55	55	1.6	7	0.302
943.613403	613.611694	54	55	1.6	7	0.302
973.253967	950.815552	55	55	1.6	8	0.302
964.673218	721.141479	55	55	1.6	8	0.302
951.018921	961.171814	55	55	1.6	9	0.302
942.961426	724.972534	55	55	1.6	9	0.302
980.364868	774.359253	55	54	1.6	10	0.302
972.68866	558.395264	55	56	1.6	10	0.302
935.129272	831.93103	55	55	1.6	11	0.302
926.388672	590.639709	55	55	1.6	11	0.302
1004.156982	686.331421	55	55	1.6	12	0.302
995.904114	474.892548	55	55	1.6	12	0.302
